subject_id,chapter_name,order_index,batch,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9,task_10,task_11,task_12,task_13
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,KAKI,10,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,MAHAYAGYA KA PURASKAR,11,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,NETAJI KA CHASHMA,12,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,APNA APNA BHAGYA,13,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,BADE GHAR KI BETI,14,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,SANDEH,15,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,BHEED ME KHOYA EK AADMI,16,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,BHEDE AUR BHEDIYE,17,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,DO KALAKAR,18,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,POEM,19,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,SAKHI,20,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,GIRIDHAR KI KUNDALIYA,21,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,SWARG BANA SAKHTE HE,22,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VAHA JALMA BHUMI MERI,23,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,MEGH AYE,24,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,SUR KE PAD,25,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VINAY KE PAD,26,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,BHIKSHUK,27,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,CHALNA HAMARA KAM HE,28,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,MARTRU MANDIR KI OUR,29,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,WRITING SKILL ,30,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,ESSAY WRITING,31,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,LETTER WRITING,32,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,GRAMMAR,33,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,LING,34,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VACHAN,35,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,BHAV VACHAK,36,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VISHESHAN,37,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,PARYAYVACHI,38,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VILOM,39,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,ANEK SHABDO EK SHABD ,40,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,KAAL ,41,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VAKYA KE BHED ,42,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VARTANI KI SAMANY ASHUDHIYAN (ASHUDH SHODHAN),43,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,MUHAVARE,44,ICSE 10,,,,,,,,,,,,,
7e4d8777-ce8c-4c04-9bd8-9abf4a5f9cc4,VAKYA PARIVARTAN ,45,ICSE 10,,,,,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,STAKEHOLDERS IN COMMERCIAL ORGANISATIONS,1,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,MARKETING AND SALES,2,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,ADVERTISING AND SALES PROMOTION,3,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,CONSUMER PROTECTION,4,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,E-COMMERCE,5,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,CAPITAL AND REVENUE EXPENDITURE&INCOME,6,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,FINAL ACCOUNTS OF SOLE PROPRIETORSHIP,7,ICSE 10,Solve Classwork questions,Solve Homework questions ,Solve Extra questions,Revisit all the questions covered earlier,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,FUNDAMENTAL CONCEPTS OF COST,8,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,BUDGETING,9,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,SOURCES OF FINANCE,10,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,RECRUITMENT SELECTION AND TRAINING,11,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,"INDUSTRIAL RELATIONS, TRADE UNIONS AND SOCIAL SECURITY",12,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,LOGISTICS AND INSURANCE,13,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,BANKING,14,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
65d1592a-2fff-43a2-b6fe-9bf759e71db9,STRIVING FOR BETTER ENVIRONMENT ,15,ICSE 10,Read textbook markings,Revision for weekly test,Revision for Class Prelim,Revision for School test,,,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,FACTORS OF PRODUCTION,1,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,ELEMENTARY THEORY OF DEMAND,2,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,ELASTICITY OF DEMAND,3,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,THEORY OF SUPPLY,4,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,MEANING AND TYPES OF MARKET,5,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,MEANING AND FUNCTION OF MONEY,6,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,COMMERCIAL BANK,7,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,CENTRAL BANK,8,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,INTRODUCTION TO PUBLIC FINANCE,9,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,PUBLIC REVENUE,10,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,PUBLIC EXPENDITURE,11,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,PUBLIC DEBT,12,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,INFLATION,13,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
83008b2d-750a-48da-a7d3-4a9b204bfcff,CONSUMER AWARENESS,14,ICSE 10,TEXTBOOK READING,Refer to the Notes Given during the lectures,Solve MCQ & Questions Given In Text Book,Study all the questions for the chapter,SOLVE WORKSHEET GIVEN IN CLASS,Revise the chapter and provide orals to Parents ,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,MARKET AND MARKETING,1,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,MARKETING MIX,2,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,ADVERTISING AND BRAND PRODUCTION,3,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,SALES AND SELLING PROCESS,4,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,GENERALLY ACCEPTED ACCOUNTING PRINCIPLES,5,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,FINANCIAL ACCOUNTING AND REPORTION,6,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,BANKING AND BANK TRANSACTIONS,7,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,FUNDAMENTAL CONCEPTS OF COST,8,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,IMPORTANCE OF HUMAN RESOURCES,9,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,RECRUITMENT SELECTION AND TRAINING,10,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,PUBLIC RELATION,11,ICSE 10,,,,,,,,,,,,,
130e273a-1424-416c-81c1-bcd1ac33c03a,ISSUES OF THE ENVIRONMENT,12,ICSE 10,,,,,,,,,,,,,
25756caa-810d-4021-afea-2e727d31add5,MEASUREMENT & EXPERIMENTATION ,1,ICSE 9,READ TEXTBOOK ,MAKE NOTES OF FORMULAS AND UNIT TBLE,SOLVED EXAMPLES FROM TEXTBOOK,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,MOTION IN 1D,2,ICSE 9,MAKE FORMULA LIST,SOLVED EXAMPLES FROM TEXTBOOK,PRACTISE ALL GRAPH 3 TIMES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,DO ALL SOLVED NUMERICALS FROM D90,,,,
25756caa-810d-4021-afea-2e727d31add5,LAWS OF MOTION ,3,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,PRESSURE IN FLUIDS & ATMOSPHERIC PRESSURE ,4,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,"UPTHRUST IN FLUIDS, ARCHIMEDES PRINCUPLE AND FLOATATION",5,ICSE 9,READ TEXTBOOK ,MAKE FORMULA LIST,SOLVED EXAMPLES FROM TEXTBOOK,SOLVED NUMERICALS FROM D90,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,
25756caa-810d-4021-afea-2e727d31add5,HEAT & ENERGY ,6,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,REFLECTION OF LIGHT ,7,ICSE 9,READ TEXTBOOK ,DRAW ALL DIAGRAMS 3 TIMES,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,DO ALL SOLVED NUMERICALS FROM D90,,,,
25756caa-810d-4021-afea-2e727d31add5,PROPAGATION OF SOUND WAVES,8,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,CURRENT ELECTRICITY ,9,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
25756caa-810d-4021-afea-2e727d31add5,MAGNETISM ,10,ICSE 9,READ TEXTBOOK ,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,PRACTISE ALL MAGNETIC FIELDS 3 TIMES,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,THE LANGUAGE OF CHEMISTRY ,1,ICSE 9,WRITE ALL MOLECULAR FORMULAS 5 TIMES,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,CHEMICAL CHANGES & REACTIONS ,2,ICSE 9,PRACTISE ALL REACTIONS 3 TIMES,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,WATER ,3,ICSE 9,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,ATOMIC STRUCTURE & CHEMICAL BONDING ,4,ICSE 9,PRACTISE ALL STRUCTURES 3 TIMES,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,THE PERIODIC TABLE ,5,ICSE 9,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,STUDY OF THE FIRST ELEMENT (HYDROGEN),6,ICSE 9,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,STUDY OF THE GAS LAWS,7,ICSE 9,MAKE FORMULA LIST,SOLVED EXAMPLES FROM TEXTBOOK,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,ALL SOLVED EXAMPLES FROM D90,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,ATMOSPHERIC POLLUTION ,8,ICSE 9,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,,
6e68f3b2-c3e0-47be-b42b-966a2c4575bb,PRACTICAL CHEMISTRY,9,ICSE 9,WRITE ALL TESTS 3 TIMES,READ CLASS NOTES,BOOK BACK QUESTIONS,ALL LWS,DREAM 90 MCQ AND AR,DREAM 90 PP MCQ,DREAM 90 PP SUBJECTIVE,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,RATIONAL AND IRRATIONAL NUMBER,1,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,COMPOUND INTEREST (WITHOUT USING FORMULA),2,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,COMPOUND INTEREST (USING FORMULA),3,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,EXPANSION ,4,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,FACTORISATION ,5,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,SIMULTANEOUS EQUATIONS ,6,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,INDICES,7,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,LOGARITHMS,8,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,TRIANGLES ,9,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,ISOSCELES TRIANGLE ,10,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,INEQUALITIES ,11,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,MID POINT THEOREM AND ITS CNVERSE,12,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,PYTHAGORAS THEOREM ,13,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,RECTILINEAR FIGURES,14,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,CONSTRUCTION OF POLYGONS,15,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,AREA THORNS,16,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,CIRCLES ,17,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,STATISTICS ,18,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,MEAN AND MEDIAN,19,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,AREA AND PERIMETER OF PLANE FIGURE,20,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,SOLIDS,21,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,TRIGONOMETRICAL RATIO,22,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,TRIGONOMETRYCAL RATIOS AND STANDARD ANGLES,23,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,SOLUTION OF RIGHT ANGLES,24,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,COMPLEMENTARY ANGLES,25,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,COORDINATE GEOMETRY ,26,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,GRAPHICAL SOLUTION,27,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,DISTANCES FORMULA ,28,ICSE 9,,,,,,,,,,,,,
2ebdaa7f-4530-4b1a-bb28-4c027cfaa44e,SIMPLE 2 D ,29,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,CELL : THE UNIT OF LIFE,1,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,TISSUES : PLANT AND ANIMAL TISSUE ,2,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,THE FLOWER,3,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,POLLINATION AND FERTILIZATION,4,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,SEEDS-STRUCTURE AND GERMINATION ,5,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,RESPIRATION IN PLANTS,6,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,KINGDOM ANAMALIA,7,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,ECO IMPORTANCE OF BACTERIA,8,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,ECO IMPORTANCE OF FUNGI ,9,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,NUTRITION,10,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,DIGESTIVE SYSTEM ,11,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,SKELETON ,12,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,SKIN ,13,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,HYGIENE ,14,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,DISEASES AND CONTROL ,15,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,AIDS TO HEALTH ,16,ICSE 9,,,,,,,,,,,,,
94f7757d-6de1-4031-a022-09a3b1418f71,HEALTH ORGANISATIONS ,17,ICSE 9,,,,,,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,POEMS,1,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,A WORK OF ARITIFICE,2,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,SKIMBLESHANKS THE RAILWAY,3,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,"I REMEMBER, I REMEMBER",4,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,"A DOCTOR’S JOURNAL ENTRY ENTRY FOR AUGUST6, 1995",5,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
b2c59e14-3c3a-4b24-a979-34ff7fac5ad0,THE NIGHT MAIL,6,ICSE 9,Textbook Reading ,Memorize Most Important Phrases and Meanings,Identify Figures of Speech,Learn Answers from Dream 90,Solve MCQs related to Figures of Speech,,,,,,,,
